,TimeStamp,Headline
57149,2018-12-06,Maybe Facial Recognition Isn t The Best Technological Advancement Out There 
57150,2018-12-06,St  Joe To Form JV For Busy Bee Store In Panama City Beach
57151,2017-08-22,TD Ameritrade launches Facebook chatbot
57152,2017-08-22,Bloomberg  iPhone 8 face recognition will unlock in  few hundred milliseconds 
57153,2017-08-23,Apple scales back car ambitions
57154,2017-08-23,Gartner  Q2 smartphone sales up 7 6   4G demand driving second half
57155,2017-08-23,Apple rumors  September 12 launch event  512 GB iPhone 8
57156,2018-12-05,Kroger s  KR  Q3 Earnings Surpass Estimates  Increase Y Y
57157,2017-08-23,Samsung seeks to bury fiery past with Galaxy Note 8 launch
57158,2017-08-23,New iPhones might release September 22  Apple TV lost Q1 market share
57159,2018-12-05,Moving Average Crossover Alert  Fiesta Restaurant Group 
57160,2018-12-05,Moving Average Crossover Alert  Grubhub 
57161,2017-08-24,China s ZTE posts 30 percent rise in first half profit on 4G  handsets
57162,2017-08-24,Apple leading smartwatch market expected to reach  9 3B this year
57163,2018-12-05,Moving Average Crossover Alert  Franklin Financial Network
57164,2018-12-06,H R Block  HRB  Q2 Loss Widens Y Y  Revenues Beat Estimates
57165,2017-08-24,Telkom launches mobile video  music streaming services
57166,2018-12-06,Huawei  Sears  Kroger   Jobs In Spotlight As Stocks Continue To Fall 
57167,2018-12-06,Here s What To Expect From Oracle s  ORCL  Earnings 
57168,2018-12-06,Roche s Kadcyla Halves Death Risk In Breast Cancer Study
57169,2018-12-06,Conatus  Emricasan Misses Primary Endpoint In Mid Stage Study
57170,2017-08-18,Infosys CEO Vishal Sikka resigns  blames  drumbeat of distractions 
57171,2017-08-18,Digitimes  Apple Watch will ship 20M units next year
57172,2017-08-18,Movie studios discussing premium download deal with Apple  Comcast
57173,2017-08-18,Nestle defends  Kit Kat  campaign against Atari  Breakout  lawsuit
57174,2017-08-20,Bankruptcy fight over Oncor to test Warren Buffett s discipline
57175,2018-12-05,Quest Diagnostics Rides On Product Launches  Strategic Deals
57176,2017-08-21,Taiwan s Foxconn to build three ancillary facilities as part of Wisconsin LCD campus
57177,2017-08-21,Contactless payments expected to hit 53  in five years
57178,2018-12-05,Hartford Financial Provides Q4 Catastrophe Loss Estimates
57179,2018-12-05,Embraer  ERJ  To Sell Three E190 Aircraft To Nordic Aviation
57180,2017-08-21,Rosenblatt  iPhone 8 will ship 40M units in 2H17
57181,2017-08-22,Apple improves shipment times for AirPods
57182,2018-12-05,Okta  OKTA  Q3 Earnings And Revenues Surpass Estimates 
57183,2018-12-05,Patterson Companies  PDCO  Q2 Earnings Beat  Revenues Miss
57184,2018-12-05,Mastercard Hikes Payout   Plans Share Buyback  To Clear Fine
57185,2018-12-05,Will Apple s  AAPL  New Marketing Strategy Drive Sales 
57186,2018-12-05,AbbVie Halts Rova T Phase III Second Line Lung Cancer Study
57187,2017-08-17,Exclusive  Taking aim at China  India tightens power grid  telecoms rules
57188,2017-08-17,Apple Watch reportedly nearing mass production for Q4 shipment
57189,2017-08-17,Alibaba invests in Indonesian e commerce  receives Chinese warning on VPNs
57190,2017-08-17,Exclusive  SEC officials  holdings  legal work  pose potential conflicts
57191,2017-08-17,CNBC reveals what Apple and Aetna discussed about the Watch
57192,2018-12-05,Time To Focus On Castlight Health  CSLT  For Strong Earnings Growth Potential
57193,2017-08-17,Dow sheds 270 points as political drama grips Wall Street
57194,2017-08-17,Wisconsin bill giving  3 billion incentives to Foxconn advances
57195,2018-12-05,Univar Chosen For Beauty Product Distribution By Sino Lion 
57196,2018-12-05,Here s Why You Should Invest In Chemed  CHE  Stock Right Now
57197,2017-08-17,Nestle accused of pilfering Atari  Breakout  game for  Kit Kat  ads
57198,2018-12-05,Here s Why You Should Invest In Veeva Systems  VEEV  Now
57199,2018-12-05,Global Semiconductor Sales Rise In October  4 Stocks To Buy
57200,2018-12-05,Lowe s Down 10  In A Month  Can Digital Efforts Aid Revival 
57201,2018-12-05,Veeva Systems Announces New DAM Solution For Life Sciences
57202,2018-12-05,STERIS  STE  Dips On New Restructuring Plan  Layoff Decision
57203,2017-08-16,Ireland says EU demand that Apple pay it 13 billion euros in back taxes unjustified
57204,2017-08-17,China targets Alibaba s Taobao  other e commerce sites  in VPN crackdown
57205,2017-08-17,Ericsson sues smartphone maker Wiko over patent infringement
57206,2017-08-17,Sonova plays catch up with Danish rivals on hearing aid tech
57207,2017-08-17,Ireland will reluctantly collect Apple back taxes
57208,2017-08-17,Apple reportedly investing  1 billion in original content this year 
57209,2017-08-17,Broadcom  Qualcomm  and Nvidia led Q2 IC design market
57210,2018-12-05,Simon Unveils Ultra Fast EV Charging Station In California
57211,2017-08-17,Apple s Cook says he disagrees with Trump  vows donations to rights groups
57212,2018-12-05,JinkoSolar  JKS  Supplies 55 7 MW Solar Module To Garissa 
57213,2018-12-05,3 Reasons Why VMware  VMW  Is A Great Momentum Stock
57214,2018-12-05,Transocean Closes Ocean Rig Buyout  Boosts Fleet Strength
57215,2018-12-05,Sempra Energy To Gain From Investments Amid Operational Risks
57216,2018-12-05,Is Omni Channel Growth Key To The Success Of Nordstrom  JWN  
57217,2018-12-05,Watsco  WSO  Rides On Investment In Technology  Costs High
57218,2018-12-05,The Zacks Analyst Blog Highlights  JPMorgan  Apple And Toll Brothers
57219,2017-08-15,Apple plans first Canadian bond offering
57220,2018-12-05,Petrobras Ups Investment  Divestment Goals In New 5 Year Plan
57221,2018-12-05,3 Reasons Momentum Stock Investors Will Love Innoviva  INVA 
57222,2017-08-15,U S  stocks mixed at close of trade  Dow Jones Industrial Average up 0 02 
57223,2017-08-15,Apple sets record with C 2 5 billion Maple bond market issue
57224,2017-08-16,Taiwan probes massive power cut that affects millions of households
57225,2017-08-16,Apple gets serious about Hollywood
57226,2017-08-16,Apple plans  1B original content investment  Taiwan blackout didn t impact suppliers
57227,2017-08-16,Apple will become a major player in Hollywood by spending  1 billion on original TV shows and movies
57228,2017-08-16,Strategy Analytics  Apple topped smartphone shipments in Q2
57229,2018-12-05,John Wiley   Sons  JW A  Q2 Earnings   Revenues Decline Y Y
57230,2018-12-05,AIG To Incur Catastrophe Loss  Will The Stock Sink Further 
57231,2018-12-05,Why Digital Turbine  APPS  Could Be Positioned For A Surge
57232,2018-12-05,Five Below  FIVE  Beats On Q3 Earnings   Sales  Raises View
57233,2018-12-05,Surging Earnings Estimates Signal Good News For Akoustis Technologies  AKTS 
57234,2018-12-05,Reinsurance Group  RGA  Rides On Steady Top Line Improvement
57235,2017-08-14,Texas  bathroom bills  stall in special legislative session
57236,2018-12-05,Increased Earnings Estimates Seen For Alteryx  AYX   Can It Move Higher 
57237,2018-12-05,ResMed To Buy Propeller Health  Widens Respiratory Care Suite
57238,2017-08-14,Buffett s Berkshire adds Synchrony  sheds GE
57239,2017-08-14,U S  hedge funds bearish on FAANG stocks in second quarter  SEC filings
57240,2017-08-15,Qualcomm outlines dispute with Apple
57241,2017-08-15,MacBook shipments up over 17  in Q2  according to TrendForce
57242,2017-08-15,Tech companies urge Supreme Court to boost cellphone privacy
57243,2017-08-15,Apple  Facebook among tech companies filing cell location legal brief
57244,2017-08-15,Apple planning  1 96B bond offering in Canada
57245,2018-12-05,Why Hortonworks  HDP  Could Be An Impressive Growth Stock
57246,2018-12-05,Is Malibu Boats  MBUU  A Great Growth Stock 
57247,2018-12-05,What Falling Estimates   Price Mean For American International Group  AIG 
57248,2018-12-05,Fifth Third s MB Financial Buyout Leads To Higher Targets
57249,2018-12-05,What Makes AECOM  ACM  A Strong Sell 
57250,2018-12-05,Here s Why You Should Hold Pacific Biosciences  PACB  Now
57251,2017-08-14,Bernstein says Google could pay Apple  3B to remain iPhone search engine
57252,2017-08-14,China s Guizhou province to oversee Apple s data project
57253,2017-08-14,Morgan Stanley raises Tesla price target  lifts best case scenario
57254,2017-08-14,Apple suppliers Inventec  Foxconn benefit from upcoming launches
57255,2017-08-14,Apple discusses bringing Watch to Aetna members
57256,2017-08-14,Wall St  jumps as North Korea tensions wane  S P 500 up 1 percent
57257,2018-12-05,Exelon s  EXC  Unit Gets Consent To Reduce Rates In 2019
57258,2018-12-05,Strong Demand For Wireless Equipment Makers  5 Top Picks 
57259,2018-12-05,Wells Fargo Sacks 36 District Managers In Fake Account Case
57260,2018-12-05,JPMorgan  JPM  Seeks To Expand Commercial Banking In Europe
57261,2018-12-05,Why La Z Boy  LZB  Could Be A Top Value Stock Pick
57262,2018-12-05,Looking For Value  Why It Might Be Time To Try Rush Enterprises  RUSHA 
57263,2018-12-05,What Falling Estimates   Price Mean For Kronos Worldwide  KRO 
57264,2018-12-05,Canadian Pacific Rides On Solid Freight Revenues  Costs High
57265,2017-08-10,Huawei could surpass Apple in Q3 smartphone shipments
57266,2017-08-10,Chinese app developers file antitrust complaint against Apple
57267,2017-08-10,Apple comes third in Q2 wearable band shipments
57268,2017-08-10,Snap  Blue Apron fuel worries about overheated IPOs
57269,2017-08-11,Apple  Ireland close to reaching agreement on tax escrow
57270,2017-08-11,Taiwan Semiconductor s July revenues hit low  Q3 improvement expected
57271,2018-12-04,Flipped Upside Down
57272,2017-08-11,Investors ponder further shocks after North Korea jolt
57273,2017-08-11,Cash strapped SoundCloud gets new funds and top management
57274,2018-12-04,Verizon Seeks First Mover Advantage With Samsung 5G Phones
57275,2018-12-04,3 Growth Stocks To Beat A  Non Diversified  Index
57276,2018-12-04,The Market Doesn t Care How Fantastic Your Stocks Are
57277,2018-12-04,MSFT  GOOGL  FIT A Threat To Amazon s Healthcare Juggernaut 
57278,2018-12-04,QUALCOMM Unveils Snapdragon 855 Processor For 5G Smartphones
57279,2018-12-04,Apple  AAPL  Likely To Delay The Launch Of 5G IPhone To 2020
57280,2018-12-05,Daily Analysis Europe Tumbled On Renewed US China Trade Tensions As Trump Called
57281,2017-08-09,Samsung tops U S  smartphone market  Apple s latest enters volume production
57282,2017-08-09,Fossil crushed as wearable watch initiative disappoints
57283,2017-08-09,Investors pull more cash from U S  domestic stock funds  ICI
57284,2017-08-09,Android creator s startup raises  300 million  first smartphone due soon
57285,2017-08-10,Developers file antitrust complaint against Apple in China
57286,2018-12-03,Stocks Jump 1  On 90 Day Tariff Delay
57287,2018-12-04,Investing Whiplash  Looking For Closure With Apple And Amazon   
57288,2018-12-04,A Shot In The Arm  Rally Hats On As Trade Truce Eases Fears   For Now
57289,2018-12-04,Analysis Europe Surged On US China Trade Truce  Dow Jumped  But Off The High As Op
57290,2018-12-04,Death Cross Looms Over S P 500  GBP USD Is Walking On Thin Ice
57291,2018-12-04,Esports Business Grows On Merchandise Deals  Olympic Consideration
57292,2017-08-07,Bollywood lures Apple  Amazon and Netflix in Eros library sale
57293,2018-12-04,Should IShares Russell Top 200 ETF  IWL  Be On Your Investing Radar 
57294,2018-12-04,TD Ameritrade Launches Online Services Though WeChat In US
57295,2017-08-07,Japan Display may seek outside investor for turnaround  Nikkei
57296,2017-08-07,Shares in Asia down with yuan terms trade in China failing to spark
57297,2017-08-08,Apple planning to release Apple Watch with cellular connectivity 
57298,2017-08-08,U S  Trade Commission will investigate Qualcomm s claims against Apple
57299,2017-08-08,Trade Commission will investigate Qualcomm s claims against Apple
57300,2017-08-08,KGI analyst says iPhone 8 will launch on schedule with limited supplies
57301,2017-08-08,SoftBank invests  1 billion in sports e commerce firm Fanatics  sources
57302,2018-12-02,Microsoft Extends Holiday Sale  Trims Xbox   Surface Rates
57303,2018-12-02,Illumina  Douglas Dynamics  Amazon  JPMorgan And Apple Highlighted As Zacks Bull And Bear Of The Day
57304,2018-12-02,Bayer Suffering Buyer s Remorse For Monsanto Acquisition
57305,2018-12-03,Trump Jingping Truce To Boost These ETFs
57306,2018-12-03,5 Funds To Buy On This Dip For Big Gains And 11 5  Dividends
57307,2018-12-03,Opening Bell  Global Stocks Leap On Trade Ceasefire  WTI Rallies
57308,2018-12-03,Facebook Acquires Rights To Three Classic Shows For Watch
57309,2017-08-04,Elliott discloses NXP stake  to push for higher price in Qualcomm deal
57310,2017-08-04,Top 5 things that moved markets this past week
57311,2017-08-07,Fintech firm Fiserv raises offer for Monitise to  98 million
57312,2017-08-07,Apple might purchase content library of Indian media company
57313,2017-08-07,SoftBank mulls Uber or Lyft investment
57314,2017-08-07,Eros International  22  after word of possible  1B Apple deal
57315,2017-08-07,Premarket Gainers as of 9 05 am
57316,2018-11-29,Stocks Rallied  New Uptrend 
57317,2018-11-29,Caution Flags Still Waving  Volatility Haunts Market Despite Powell Speech
57318,2018-11-29,Amazon Boosts Presence In Health Care  How Is Apple Placed 
57319,2018-11-29,On Deck Capital  Thor Industries And Boeing Highlighted As Zacks Bull And Bear Of The Day 
57320,2018-11-29,The Zacks Analyst Blog Highlights  Microsoft  Apple  Facebook  Amazon And Netflix
57321,2018-11-30,The Fed  G20 Talks Create Blueprint For Stock Market Rebound
57322,2018-12-01,Moderna Preparing For Largest Biotech Debut Ever
57323,2017-08-03,Next iPhone could integrate facial recognition in Apple Pay
57324,2018-12-02,Southern Cross  G20 Meeting In Argentina Puts China Trade At Top Of Menu
57325,2018-12-02,3 Stocks To Watch In The Coming Week  Kroger  Broadcom  Google
57326,2017-08-03,Fitbit aims to revive fortunes with new smartwatch 
57327,2017-08-03,Apple s most popular phones have larger screens
57328,2017-08-03,Dow hits record high as Amazon  Apple pull down S P 500
57329,2017-08-03,Critics of Wisconsin s proposed Foxconn plant voice concerns
57330,2017-08-03,Apple Music banks on  Carpool Karaoke  fans paying for star pairings
57331,2017-08-04,Xiaomi tops wearable shipments in Q2  Apple falls to third
57332,2017-08-04,Toyota takes stake in Mazda  links up for  1 6 billion U S  plant
57333,2018-11-28,Shopify Buys Sweden based TicTail To Expand Global Presence
57334,2018-11-28,Box  BOX  Q3 Loss Narrower Than Expected  Revenues Beat
57335,2018-11-28,Valero  VLO  Ignites Low Pivot With Bottoming Tail Formation
57336,2018-11-29,5 Low P E Tech ETFs For Investors 
57337,2018-11-29,Buy Discount Retail Stocks After Dollar Tree s  DLTR  Strong Q3 Earnings 
57338,2017-08-02,Hong Kong traders feel pinch as Apple s China charm fades
57339,2018-11-29,Here s Why Boeing  BA  Stock Looks Like A Buy Right Now
57340,2018-11-29,Why Did Twitter  TWTR  Stock Drop Thursday 
57341,2017-08-02,Samsung tops Q2 global smartphone shipments
57342,2018-11-29,Here s What To Expect From VMware s  VMW  Q3 Earnings
57343,2018-11-29,The Zacks Analyst Blog Highlights  Johnson   Johnson  Thermo Fisher  Goldman Sachs  Oracle And Accenture
57344,2017-08-02,Dow pole vaults 22 000  but beware the landing
57345,2017-08-02,Fitbit tops revenue estimates  expects smartwatch for holiday season
57346,2017-08-03,Asian shares weaker on regional data  US nonfarm payrolls eyed
57347,2017-08-03,Asian shares slide as tech shares crumble after Dow hits 22 000
57348,2017-08-03,Apple hiring map tech experts
57349,2018-11-28,SEACOR Holdings Enters Oversold Territory
57350,2017-08-02,Apple set to lead the Dow above 22 000 as futures point higher
57351,2018-11-28,ETFs In Focus As Microsoft Races Past Apple
57352,2018-11-28,UnitedHealth Gains On Strong 2019 Outlook  Acquisition News
57353,2017-08-02,Apple eyes record highs  but how much more upside  
57354,2017-08-02,Sell side boosts Apple price targets  shares up 6 6  post earnings
57355,2018-11-28,Ecopetrol  EC  Projects Higher Investment On Projects In 2019
